スクショ,投稿文,リプ,いいね,インプ,日時,URL
,"「えっ！」「ねぇ！」「ちょっと待って！」「ちょっと聞いて！」とかは多用したらウザイけど伸びます笑
私もよく使うと思うのでウザがらないで……笑





",0,21,"1,244",2025/5/25 20:45:56,https://www.threads.com/@pu__ko.sns/post/DKE0rn2zIEJ
,"大金持ちじゃなくていい。
ただ、こんな暮らしができたら嬉しいんです…

・美容室で月イチでトリートメントとヘッドスパ
・スタバでコーヒーとスイーツを頼める
・スーパーで値札とにらめっこしない
・プチプラじゃなく気に入ったお洋服を買える
・長期休みに費用を気にせず旅行にいける
・子どもがやりたい習い事に通わせられる

そんな“小さな我慢”から解放されたいなら、
まずは楽天アフィ始めてみてほしい。






",0,15,"1,084",2025/5/25 22:34:31,https://www.threads.com/@pu__ko.sns/post/DKFBG46zoNu
,"昨日はお買い物マラソン×5のつく日×日曜日でしたね！楽天アフィリエイト界隈の皆様は本当にお疲れ様でした！！！それで、みなさん成果はどうでしたか？？？私は成果報酬32,338円だったのでまずまずという所でしょうか…ただ昨日は3つしかアフィ投稿してない＆稼働時間10分足らずということを考えると、やはり楽天アフィは初心者にやさしすぎるフク業だなと思います。ちなみに運用2ヶ月目のペーペーが言うので間違いないです。

ここまでくると、もしかしたら私のアフィ垢分かる方もいらっしゃるかもしれません。公開する予定はないので、良ければ心の中に閉まっておいてください🥺














",13,19,"2,932",2025/5/26 13:31:26,https://www.threads.com/@pu__ko.sns/post/DKGnwHtzZZ1
,"フォロワー1万人までにやったこと
・ThreadsとＸでリサーチ
・インスタで商品リサーチ
・毎日少なくとも3つ以上投稿する
・イベントの日はまとめ投稿
・丁寧なリプ返、DM返信
・ファン化投稿、有益情報投稿、アフィリエイト投稿はバランスよく
・フォロワーさんの憧れになる






",0,22,"1,659",2025/5/28 18:21:57,https://www.threads.com/@pu__ko.sns/post/DKMSlrwTmg9
,"フォロワー1万人行くと投稿しなくても1日このくらい発生する。たまに投稿を補充して自動販売機の完成だ！












",7,7,"1,097",2025/5/29 11:10:41,https://www.threads.com/@pu__ko.sns/post/DKOGB5dTSZK
,"←アイコン変わりました🫶🏻
ちなみに大事なことをいいますが、アイコンはお金かけた方がいいです！チャットGPTで作ったもの、その辺で拾ってきた画像、適当な感じは確実にフォロワーさんに伝わります。本気でやるなら必ずお金を出して作ってもらいましょう！！！ココナラやインスタにイラストレーターさんは沢山いらっしゃいます！

もちろんチャットGPTで作ったものやそこら辺のフリー画像で伸びてる人もいます。しかしその場合、同じアイコンにされても文句は言えないです…長期的に見て、差別化という面では作ってもらう方がいいと思います🥹














",4,8,"1,548",2025/5/30 12:18:45,https://www.threads.com/@pu__ko.sns/post/DKQynQLTUC5
,"気づいたら投稿止まってた🥹
本業が忙しいのに加え、更なる高みを目指してアフィ垢でコンテンツ作成してます！その様子もここで伝えていきますのでぜひ見ていてください！そんな中1日1投稿しかしてないアフィ垢先月も20マソ余裕で超えていた…本当に始めてよかった。よくやった2ヶ月前の私！！

なんでコンテンツを作るのか？
→有益な情報を沢山届けることができるので更に信頼アップ
→note内でアフィリエイトできるからおすすめ商品もアフィできて一石二鳥
→信頼上がったらまた次回からのアフィも売れ続ける
とにかくいい事ばかり！だからこそ、値段以上のものを作らないといけない。これは絶対なんだ。















",5,5,"1,286",2025/6/2 23:50:49,https://www.threads.com/@pu__ko.sns/post/DKZwMtcTfcs
,"6/4〜6/11は気合い入れなきゃね。楽天アフィ界隈の皆さんと一緒に最高月額狙っていきたい！！！私は最高月36マソいけたけど、その時意識したことは…
①まとめ投稿を積極的に作る
②投稿数を2倍に増やす(今日から！！！)
③ランキングのアフィリンクを貼る
④思考は自分が欲しい＜みんなが欲しい
⑤バズった投稿は放置しないで次の投稿に生かす

楽天アフィリエイトで月5マソ以上作りたい人は
@pu__ko.sns
 をフォローしといてね！！！
絶対勝たせます！！！













",2,16,"1,354",2025/6/3 17:16:20,https://www.threads.com/@pu__ko.sns/post/DKbn2XxTg1K
,"楽天アフィ運用3ヶ月目で思うこと
・初月5万は初心者でも簡単
・2つ以上アカウント掛け持ちすれば月10はいける
・かけ持ちすればそれだけ時間取られる
・ジャンル選択ミスると辛い
・AI使って伸ばしても売れる
・結局リサーチできる人が強い
・センスでやってると数ヶ月で痛い目みる
・アフィ垢でコンテンツ売るのが最強
・エンタメ性あったら伸びやすい
・ThreadsではROOM使わない方がいい
・結局「誰が言うか」が大切








",0,14,"1,773",2025/6/5 12:47:27,https://www.threads.com/@pu__ko.sns/post/DKgSqubzGC3
,"主婦こそ全員Threadsでアフィやって月5マソ作ったほうがいい。投稿大変そうかと思うかもだけど、AI使えば1日10分で作れるし。あとは時間ある時に主婦のぼやきをぶっ込んで注目集めてれば十分。初心者でも初月5マソ超えるのに、やらない人多すぎてもったいない。今そのやり方noteにまとめてるので知りたい人はいいね押しといてね。





",2,21,"1,471",2025/6/7 14:51:23,https://www.threads.com/@pu__ko.sns/post/DKlqcKbzvb9
,"Threadsで楽天アフィを頑張ってるor頑張ろうとしている皆さんは今どんな教材で学んでいますか？私は運用2ヶ月でフォロワー1万人達成、初月楽天アフィのみで36万突破してますがThreads運用のノウハウは全て
@shiro_sns01 さんと @kemu_ai さんのシンスレッズから学びました。このおかげで今は毎日たくさんのフォロワさんと交流しつつ楽しく運用してます。何度も言いますが、同じアカウントを長く運用するためにはファンをいかに獲得できるかが重要です。他の競合と差別化して唯一無二のアカウントを作り、長く成果を出していくためにはこれで学ぶのが1番だと断言できます。教材5冊以上買ってますがこれがダントツでした。しかもこれの凄いところは、

伸びた今でもずっと教科書であり続けてくれること。毎日見直して学び続けています。「高額で不安かも」なんて値段で迷ってるなら絶対に買ってください。その迷ってる時間で学んで実践すれば今の収益を何倍にだってできます。なんなら教材代も初月で余裕でペイできます。(私も実際7倍になった)SNS初心者でもThreadsを本気で伸ばしたい方に手に取って欲しい。まずは無料部分だけでも読んでみてください。PR
brmk.io/MLef



































",4,17,"6,861",2025/6/8 21:16:44,https://www.threads.com/@pu__ko.sns/post/DKo7VbtzaeR
,"アフィで初月36万というと「いやいや初月は運が良かっただけでたまたまでしょ！」って思う人がいるかもしれないので6月分今日までの実績を全て公開しちゃいます！1アカウントのみの実績です！運用3ヶ月目、フォロワー1万人超のアカウントになると1日15分2〜4投稿でもこれだけ発生。運用初期からあることに気をつけて運用してきたおかげ。あとは今月スパセの前にバズ投稿仕込んでおいたのが強かったかな🥹あ、ちなみに、

スパセの前の1〜3日までは日収1万円を下回ってると思いますが何してたと思いますか？
A、社畜OLであるプー子は研修に出かけており、夜は友達と美味しい焼肉を食べカラオケに行っていた。(ただのサボり！！！😇)
アカウントほったらかしてホテルのベッドですやすや寝てたらこのありさま🫠投稿はせずともスパセのためにリサーチはちゃんとやっておいたので次の日からはイイ感じ。
気づいてる人も多いと思いますが、Threads×楽天アフィは不労所得にするのは難しいです。集客もずっとしなきゃいけないし、バズ投稿も永遠に伸び続けるわけじゃありません。でも少なくとも少労所得にはできる。SNS初心者の社畜OLにもできたんだから、あなたにも必ずできる。私にはできない向いてないと決めつけないで一緒に頑張ってみませんか？✊🏻
おっと、、、長くなりましたが💭
楽天アフィに挑戦したいという方、挑戦中という方は、
@pu__ko.sns
 をフォローしといてください！
必ずお力になります！！DMでも相談お待ちしております🙌🏻

























",9,38,"3,831",2025/6/10 15:47:43,https://www.threads.com/@pu__ko.sns/post/DKtfRW0Tamn
,"スパセ＆お買い物マラソン終了しましたね。楽天アフィ界隈の皆さんは本当にお疲れ様でした！上手くいった人も上手くいかなかった人も振り返りをして次に生かすというのが大事ですよ！私のアカウントでは6/4〜6/10までの1週間で163,078円の収益化に成功しました。やはりフォロワーさんの悩みを言語化して訴求することを意識できれば再現性高くここまで出せると思います。私の思考は明日からどんどん発信していきますのでお楽しみに！まだフォローしてない人はお忘れなく。

Threads×楽天アフィ月5万いきたいひとは
@pu__ko.sns
 をフォローしておいて下さい！













",7,31,"3,837",2025/6/11 23:18:18,https://www.threads.com/@pu__ko.sns/post/DKw3obmT4sU
,"収益化しやすいジャンルって色々あるけど、美容や子育てみたいな広いテーマだけだと発信がぼやけがち。大事なのはジャンルのかけ合わせで具体化すること。例えば美容×毛穴、子育て×知育、旅行×コスパ、暮らし×便利グッズ。こうやって絞ると投稿が刺さりやすくなるし、商品も売れやすくなる。アカウント設計の精度で未来の収益が変わるよ。







",0,7,"1,535",2025/6/12 23:04:48,https://www.threads.com/@pu__ko.sns/post/DKza4Y7ThCg
,"正直、アフィ投稿ばっかりしても伸びない。でも収益を出すには投稿しないといけない。じゃあどうすればいい？私はこの矛盾を解決するために、あるルールを決めた。それが有益・共感・アフィリの3軸で発信すること。この3つを交互に投稿するだけで、開始1ヶ月でフォロワー5000人超え。非バズでも売れるアカウントが作れた。続きで、3軸それぞれの投稿のコツまとめます。

例は育児垢を運用した時を考えてみたよん💭
❶有益は「保存されるか」を意識。よくある悩み×具体的な解決策にすると反応がいい。
例：夜泣き対策で実際に効果があったこと3つ、ワンオペ中に家事を回す工夫、離乳食グッズの使い分けなど。悩み→解決策の流れが明確だと反応されやすい。※ここで伸びたからといってすぐにアフィしない！！！
❷共感は「わかる〜」がもらえるかどうか。自分の失敗談や感情を交えて、同じ悩みを抱える人の心に刺す。
例：夜中に3回起きられて何も覚えてない朝を迎えた日、完母マウントが地味に刺さった話など。弱音やマイナスな感情、本音こそ刺さるしファン化しやすい。
❸アフィリエイトは売るんじゃなくて、あくまで「推しの共有」だと思ってる。実際に使った感想、自分のリアルな変化をベースに、読み手の未来が想像できるように書く。説得じゃなく共感＋納得で動かす。
→3つ全部バラバラに見えて実はつながってる。どれが欠けても伸びにくく売れにくい。運用初期から3つをバランスよく投稿していくのが大事。




















",7,37,"2,628",2025/6/14 10:55:14,https://www.threads.com/@pu__ko.sns/post/DK3Q-rUTwr0
,"「バズってるワードって真似しても大丈夫かな？」ってよく聞くけど結論、初心者はどんどん使うべき。見る側はたまたま流れてきた1投稿としてしか見てない。だからバズってる言葉はむしろ遠慮なく使うべき。みんなが反応してるワードは「刺さる」って実証されてるんだから、使わない方がもったいない。私は正直、バズワードはパクってなんぼ派。(もちろん投稿の丸パクリは論外)中級者になったら自分でも見つけにいけばいいだけの話。バズワード自分で作れるくらいになれば成長の証だね。






",3,7,"1,840",2025/6/14 14:31:48,https://www.threads.com/@pu__ko.sns/post/DK3pwz6TjjP
,"楽天アフィばっかりやってると嫌われるよ。だからアフィの合間に有益ネタを混ぜるのがおすすめ。新鮮なら新鮮なだけとてもいい。例えば、ユニクロのセール情報、スタバの新作、マック×サンリオのコラボなど。ターゲットが喜ぶ情報を挟むと「このアフィばっかりじゃなくて有益な情報も出すんや」って思ってもらえてフォロー率も上がる。ネタは自分で探しに行く。やっぱりリサーチ大事。






",0,19,"3,033",2025/6/14 21:30:46,https://www.threads.com/@pu__ko.sns/post/DK4ZtgZTvs_
,"えっ！！！まだアフィの目標を売上件数にしてるの？最初に見るべきはそこじゃない。見るべきは「クリック数」。クリックされない限り、そもそも売上は発生しない。私は今月35,729回クリックされて、売上件数は517件。購入までつなげたのは1.44%。つまりクリック数が増えないと話にならない。だから報酬画面ばっか見ないで、まずはクリック数を育てる意識でやっていこう。クリック数伸ばす戦略は続きで👇🏻

私はこの4つを意識してやってる。またもや育児垢を例にさせてもらう🫠
①「値段が気になる」で終わる。
例：本文→西松屋価格でこんなに可愛い洋服が手に入る時代に母になれて私は幸せです。(写真並べる)
続き→おすすめ理由、ブランド名とリンク🔗
※安いとか言わない！安いをいかに別の言葉で表せるかが勝負。
②画像で興味を引く。
例：本文→可愛いベビー服の写真を並べる。
続き→ブランドとアフィリンク🔗
※映えてる写真を選ぶべし。自分の子どもに着させてる写真でもよき。
③リアルな体験を書く。
例：本文「寝かしつけ2時間かかってたのが15分になった話。これ使ったらマジで変わった。」
続き→アフィ投稿🔗
※「これ」と表すと続きが気になって見に来てくれるしクリック率も上がる。
④まとめツリーをつくる。
例：本文「梅雨時期に便利な育児グッズまとめたよ🐸☔」
続き→①長靴②防水シート③ベビーカーカバー…と複数投稿に分けて紹介(アフィリンク貼る)
※1つ1つしっかり紹介するべし。まとめ投稿時間かかるし面倒くさがる人多いけど伸びやすいからやってみ。



















",2,22,"2,411",2025/6/15 12:21:33,https://www.threads.com/@pu__ko.sns/post/DK5_pt_zz8s
,"バズればいいと思って「低価格の商品」ばっかり出てないよね？それ収益につながらないバズの典型。例えば100均を好む層は「なるべくお金をかけたくない人たち」。だから楽天の商品を紹介しても買わない。バズっても売れないアカウントができあがる。一方でユニクロはどうか？1,000円以上の買い物に慣れてる層だから楽天でも売れる。私は「このバズはアフィにつながるか？」でネタを選んでる。売れるアカウントを作るなら、誰に刺さるかまで考えてバズらせよう。






",0,14,"2,703",2025/6/16 10:23:38,https://www.threads.com/@pu__ko.sns/post/DK8W87VT2ug
,"え、待ってこわすぎる……母にThreads教えて新垢動かしてもらってるんだけど自己紹介終わって2投稿目のアフィで2.6万表示爆誕させてしまった…しかもそのおかげで初日から4,100円発生。私のやり方相当再現性高すぎて世に出していいのかすら疑うわ……





",3,37,"9,165",2025/6/18 21:05:15,https://www.threads.com/@pu__ko.sns/post/DLCp-G7zHwH
,"ひとつだけいいですか？「フク業探してるんです。なにかいいの知りません？」っていう投稿に「私のnoteいいですよ」って広告みたいなコメントつける人いますよね。それ絶対買っちゃダメです。売れてないからそれやってるし、本当に有益な情報しか載せてない人はそんなことしません。私も極度のノウハウコレクターで100万くらい自己投資したけど大体そういうモノは値段相応の価値すらないことが多いです。以上私の経験談からでした。みなさんもnoteコレクターになりすぎ注意です。結局は行動あるのみ🥹💗🫰🏻








",0,5,"2,062",2025/6/24 16:53:22,https://www.threads.com/@pu__ko.sns/post/DLRp6hKT6b0
,"信じてくれるか分かりませんが、こっそり非ksg系でnote販売もやってみたんです。そしたらまだ数日しか経ってないのに既にnote売上50マソ超えてます…やばすぎませんか…初noteですよ…しかもフク業始めて3ヶ月のただのOLですよ…そのやり方も気になるって人いたりするのかな？🥺もしいたらいいねしといてください♡



















",5,131,"5,886",2025/6/24 19:28:35,https://www.threads.com/@pu__ko.sns/post/DLR7rQ9zXbi
,"え…これは夢…？ヒカくんが私をフォローですと…！？
嬉しすぎて3度見してしまた…
私も、もっともっとがんばります…🥹












",3,11,"3,143",2025/6/24 20:30:01,https://www.threads.com/@pu__ko.sns/post/DLSCtOQT1HJ
,"わ、わああーー😭昨日の投稿から一気に100人もフォロワさん増えて嬉しい！！ありがとうございます！noteもアフィもズボラ女の収エキ化戦略的をどんどん話していくのでお見逃し無く！一緒に進化していきましょう〜！！





",0,14,"2,359",2025/6/25 7:22:21,https://www.threads.com/@pu__ko.sns/post/DLTNXGrT5XP
